,train_loss,val-auc
0,0.8968623280525208,0.8295993083425839
1,1.1747816801071167,0.8485301983415403
2,1.202841728925705,0.8561008346853386
3,1.5444445610046387,0.8608445644645586
4,0.9450277388095856,0.8648249746202527
5,1.092964768409729,0.8673227746468183
6,1.0525891482830048,0.869652167003482
7,0.8336614966392517,0.8711564210761014
8,0.8236790001392365,0.8717252417005854
9,1.0642756521701813,0.8723755977286313
10,0.7881220281124115,0.8730733925369312
11,0.6742889881134033,0.8753154678886896
12,0.9121532738208771,0.875714546627577
13,1.0311861634254456,0.875966120409112
14,0.8262746334075928,0.8775527993624227
15,0.6879966855049133,0.8762009423713697
16,0.6566082835197449,0.8765006961641002
17,0.7533361613750458,0.8770581018320857
18,0.6368750631809235,0.8771199204926043
19,1.0390756130218506,0.8773062659512898
20,0.6665212512016296,0.8777342526968948
21,0.6851651668548584,0.8778037801592045
22,0.7535975277423859,0.8783349462518619
23,0.7541952133178711,0.8776469356919895
24,0.6808158457279205,0.8775467212687028
25,0.8674980401992798,0.8784929766885834
26,0.6898373961448669,0.8777348456816478
27,0.6895244717597961,0.8785464935625575
28,1.0187188386917114,0.8798495775576618
29,1.0345887541770935,0.8793897178815738
30,0.6890535652637482,0.8796174240267934
31,1.152645856142044,0.8776796980996024
32,0.6358285844326019,0.8776541997552159
33,0.8911718130111694,0.87808485493221
34,0.6299605369567871,0.8789907873888747
35,0.8139689862728119,0.8792210137192953
36,0.7518279850482941,0.878810964762474
37,1.1516595482826233,0.8801677138777408
38,0.8890818953514099,0.8773940276947598
39,0.9581642150878906,0.8782950680272109
40,0.8265336751937866,0.8796870997352915
41,0.8266184329986572,0.8771761057979678
42,0.8265910446643829,0.8779753009990607
